company,financial_year,ytd_upto_month,segment,premium_ytd
Royal Sundaram General Insurance Co Ltd,FY24,JUNE,fire,130.19
SBI General Insurance Co Ltd,FY25,JUNE,fire,597.02
SBI General Insurance Co Ltd,FY24,JUNE,fire,551.35
Shriram General Insurance Co Ltd,FY25,JUNE,fire,35.41
Shriram General Insurance Co Ltd,FY24,JUNE,fire,28.27
Tata AIG General Insurance Co Ltd,FY25,JUNE,fire,829.76
Tata AIG General Insurance Co Ltd,FY24,JUNE,fire,847.97
The New India Assurance Co Ltd,FY25,JUNE,fire,1857.16
The New India Assurance Co Ltd,FY24,JUNE,fire,1388.25
The Oriental Insurance Co Ltd,FY25,JUNE,fire,681.57
The Oriental Insurance Co Ltd,FY24,JUNE,fire,591.5
United India Insurance Co Ltd,FY25,JUNE,fire,746.69
United India Insurance Co Ltd,FY24,JUNE,fire,582.21
Universal Sompo General Insurance Co Ltd,FY25,JUNE,fire,161.11
Universal Sompo General Insurance Co Ltd,FY24,JUNE,fire,120.21
Zuno General Insurance Co Ltd,FY25,JUNE,fire,20.98
Zuno General Insurance Co Ltd,FY24,JUNE,fire,18.87
Bajaj Allianz General Insurance Co Ltd,FY25,JUNE,marine_total,128.09
Bajaj Allianz General Insurance Co Ltd,FY24,JUNE,marine_total,104.36
Cholamandalam MS General Insurance Co Ltd,FY25,JUNE,marine_total,49.4
Cholamandalam MS General Insurance Co Ltd,FY24,JUNE,marine_total,45.05
Future Generali India Insurance Co Ltd,FY25,JUNE,marine_total,48.32
Future Generali India Insurance Co Ltd,FY24,JUNE,marine_total,37.27
Go Digit General Insurance Ltd,FY25,JUNE,marine_total,26.28
Go Digit General Insurance Ltd,FY24,JUNE,marine_total,26.37
HDFC Ergo General Insurance Co Ltd,FY25,JUNE,marine_total,59.82
HDFC Ergo General Insurance Co Ltd,FY24,JUNE,marine_total,60.67
ICICI Lombard General Insurance Co Ltd,FY25,JUNE,marine_total,320.14
ICICI Lombard General Insurance Co Ltd,FY24,JUNE,marine_total,331.53
IFFCO-Tokio General Insurance Co Ltd,FY25,JUNE,marine_total,109.66
IFFCO-Tokio General Insurance Co Ltd,FY24,JUNE,marine_total,87.39
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,JUNE,marine_total,6.22
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,JUNE,marine_total,3.86
Liberty  General Insurance Co. Ltd,FY25,JUNE,marine_total,7.2
Liberty  General Insurance Co. Ltd,FY24,JUNE,marine_total,7.8
Magma General Insurance Limited,FY25,JUNE,marine_total,9.9
Magma General Insurance Limited,FY24,JUNE,marine_total,6.92
National Insurance Co Ltd,FY25,JUNE,marine_total,71.07
National Insurance Co Ltd,FY24,JUNE,marine_total,85.77
Raheja QBE General Insurance Co Ltd,FY24,JUNE,marine_total,0.04
Reliance General Insurance Co Ltd,FY25,JUNE,marine_total,53.02
Reliance General Insurance Co Ltd,FY24,JUNE,marine_total,56.77
Royal Sundaram General Insurance Co Ltd,FY25,JUNE,marine_total,22.81
Royal Sundaram General Insurance Co Ltd,FY24,JUNE,marine_total,19.04
SBI General Insurance Co Ltd,FY25,JUNE,marine_total,34.3
SBI General Insurance Co Ltd,FY24,JUNE,marine_total,32.54
Shriram General Insurance Co Ltd,FY25,JUNE,marine_total,1.36
Shriram General Insurance Co Ltd,FY24,JUNE,marine_total,0.57
Tata AIG General Insurance Co Ltd,FY25,JUNE,marine_total,223.67
Tata AIG General Insurance Co Ltd,FY24,JUNE,marine_total,209.56
The New India Assurance Co Ltd,FY25,JUNE,marine_total,280.68
The New India Assurance Co Ltd,FY24,JUNE,marine_total,256.02
The Oriental Insurance Co Ltd,FY25,JUNE,marine_total,172.2
The Oriental Insurance Co Ltd,FY24,JUNE,marine_total,130.15
United India Insurance Co Ltd,FY25,JUNE,marine_total,89.61
United India Insurance Co Ltd,FY24,JUNE,marine_total,88.74
Universal Sompo General Insurance Co Ltd,FY25,JUNE,marine_total,22.95
Universal Sompo General Insurance Co Ltd,FY24,JUNE,marine_total,29.72
Zuno General Insurance Co Ltd,FY25,JUNE,marine_total,0.54
Zuno General Insurance Co Ltd,FY24,JUNE,marine_total,0.2
Bajaj Allianz General Insurance Co Ltd,FY25,JUNE,engineering,146.71
Bajaj Allianz General Insurance Co Ltd,FY24,JUNE,engineering,129.48
Cholamandalam MS General Insurance Co Ltd,FY25,JUNE,engineering,12.18
Cholamandalam MS General Insurance Co Ltd,FY24,JUNE,engineering,11.11
Future Generali India Insurance Co Ltd,FY25,JUNE,engineering,25.93
Future Generali India Insurance Co Ltd,FY24,JUNE,engineering,26.24
Go Digit General Insurance Ltd,FY25,JUNE,engineering,43.88
Go Digit General Insurance Ltd,FY24,JUNE,engineering,24.49
HDFC Ergo General Insurance Co Ltd,FY25,JUNE,engineering,115.72
HDFC Ergo General Insurance Co Ltd,FY24,JUNE,engineering,86.77
ICICI Lombard General Insurance Co Ltd,FY25,JUNE,engineering,338.11
ICICI Lombard General Insurance Co Ltd,FY24,JUNE,engineering,273.93
IFFCO-Tokio General Insurance Co Ltd,FY25,JUNE,engineering,102.53
IFFCO-Tokio General Insurance Co Ltd,FY24,JUNE,engineering,68.41
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,JUNE,engineering,5.3
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,JUNE,engineering,2.75
Liberty  General Insurance Co. Ltd,FY25,JUNE,engineering,11.51
Liberty  General Insurance Co. Ltd,FY24,JUNE,engineering,8.84
Magma General Insurance Limited,FY25,JUNE,engineering,10.2
Magma General Insurance Limited,FY24,JUNE,engineering,2.23
National Insurance Co Ltd,FY25,JUNE,engineering,120.04
National Insurance Co Ltd,FY24,JUNE,engineering,97.5
Raheja QBE General Insurance Co Ltd,FY25,JUNE,engineering,0.2
Raheja QBE General Insurance Co Ltd,FY24,JUNE,engineering,0.3
Reliance General Insurance Co Ltd,FY25,JUNE,engineering,143.31
Reliance General Insurance Co Ltd,FY24,JUNE,engineering,145.07
Royal Sundaram General Insurance Co Ltd,FY25,JUNE,engineering,22.02
Royal Sundaram General Insurance Co Ltd,FY24,JUNE,engineering,19.95
SBI General Insurance Co Ltd,FY25,JUNE,engineering,47.92
SBI General Insurance Co Ltd,FY24,JUNE,engineering,40.79
Shriram General Insurance Co Ltd,FY25,JUNE,engineering,6.98
Shriram General Insurance Co Ltd,FY24,JUNE,engineering,5.96
Tata AIG General Insurance Co Ltd,FY25,JUNE,engineering,91.22
Tata AIG General Insurance Co Ltd,FY24,JUNE,engineering,73.92
The New India Assurance Co Ltd,FY25,JUNE,engineering,292.33
The New India Assurance Co Ltd,FY24,JUNE,engineering,221.9
The Oriental Insurance Co Ltd,FY25,JUNE,engineering,116.99
The Oriental Insurance Co Ltd,FY24,JUNE,engineering,98.56
United India Insurance Co Ltd,FY25,JUNE,engineering,118.62
United India Insurance Co Ltd,FY24,JUNE,engineering,123.86
Universal Sompo General Insurance Co Ltd,FY25,JUNE,engineering,3.97
Universal Sompo General Insurance Co Ltd,FY24,JUNE,engineering,3.0
Zuno General Insurance Co Ltd,FY25,JUNE,engineering,0.44
Zuno General Insurance Co Ltd,FY24,JUNE,engineering,0.95
Acko General Insurance Ltd,FY25,JUNE,motor_total,239.57
Acko General Insurance Ltd,FY24,JUNE,motor_total,203.84
Bajaj Allianz General Insurance Co Ltd,FY25,JUNE,motor_total,1682.0
Bajaj Allianz General Insurance Co Ltd,FY24,JUNE,motor_total,1440.52
Cholamandalam MS General Insurance Co Ltd,FY25,JUNE,motor_total,1209.32
Cholamandalam MS General Insurance Co Ltd,FY24,JUNE,motor_total,1145.77
Future Generali India Insurance Co Ltd,FY25,JUNE,motor_total,409.05
Future Generali India Insurance Co Ltd,FY24,JUNE,motor_total,453.14
Go Digit General Insurance Ltd,FY25,JUNE,motor_total,1467.92
Go Digit General Insurance Ltd,FY24,JUNE,motor_total,1277.79
HDFC Ergo General Insurance Co Ltd,FY25,JUNE,motor_total,572.62
HDFC Ergo General Insurance Co Ltd,FY24,JUNE,motor_total,902.37
ICICI Lombard General Insurance Co Ltd,FY25,JUNE,motor_total,2443.81
ICICI Lombard General Insurance Co Ltd,FY24,JUNE,motor_total,2368.9
IFFCO-Tokio General Insurance Co Ltd,FY25,JUNE,motor_total,897.55
IFFCO-Tokio General Insurance Co Ltd,FY24,JUNE,motor_total,859.35
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,JUNE,motor_total,216.41
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,JUNE,motor_total,211.46
Liberty  General Insurance Co. Ltd,FY25,JUNE,motor_total,368.54
Liberty  General Insurance Co. Ltd,FY24,JUNE,motor_total,393.28
Magma General Insurance Limited,FY25,JUNE,motor_total,483.56
Magma General Insurance Limited,FY24,JUNE,motor_total,481.2
National Insurance Co Ltd,FY25,JUNE,motor_total,1234.17
National Insurance Co Ltd,FY24,JUNE,motor_total,1044.44
Navi General Insurance Co. Ltd,FY25,JUNE,motor_total,0.26
Navi General Insurance Co. Ltd,FY24,JUNE,motor_total,0.54
Raheja QBE General Insurance Co Ltd,FY25,JUNE,motor_total,10.94
Raheja QBE General Insurance Co Ltd,FY24,JUNE,motor_total,80.82
Reliance General Insurance Co Ltd,FY25,JUNE,motor_total,1001.2
Reliance General Insurance Co Ltd,FY24,JUNE,motor_total,980.88
Royal Sundaram General Insurance Co Ltd,FY25,JUNE,motor_total,570.65
Royal Sundaram General Insurance Co Ltd,FY24,JUNE,motor_total,582.88
SBI General Insurance Co Ltd,FY25,JUNE,motor_total,1135.94
SBI General Insurance Co Ltd,FY24,JUNE,motor_total,944.06
Shriram General Insurance Co Ltd,FY25,JUNE,motor_total,866.89
Shriram General Insurance Co Ltd,FY24,JUNE,motor_total,663.86
Tata AIG General Insurance Co Ltd,FY25,JUNE,motor_total,2078.33
Tata AIG General Insurance Co Ltd,FY24,JUNE,motor_total,1869.8
The New India Assurance Co Ltd,FY25,JUNE,motor_total,2302.1
The New India Assurance Co Ltd,FY24,JUNE,motor_total,2163.15
The Oriental Insurance Co Ltd,FY25,JUNE,motor_total,981.01
The Oriental Insurance Co Ltd,FY24,JUNE,motor_total,918.26
United India Insurance Co Ltd,FY25,JUNE,motor_total,2312.43
United India Insurance Co Ltd,FY24,JUNE,motor_total,1684.48
Universal Sompo General Insurance Co Ltd,FY25,JUNE,motor_total,591.0
Universal Sompo General Insurance Co Ltd,FY24,JUNE,motor_total,564.21
Zuno General Insurance Co Ltd,FY25,JUNE,motor_total,125.01
Zuno General Insurance Co Ltd,FY24,JUNE,motor_total,113.02
Acko General Insurance Ltd,FY25,JUNE,health,255.65
Acko General Insurance Ltd,FY24,JUNE,health,265.54
Bajaj Allianz General Insurance Co Ltd,FY25,JUNE,health,1240.24
Bajaj Allianz General Insurance Co Ltd,FY24,JUNE,health,1296.11
Cholamandalam MS General Insurance Co Ltd,FY25,JUNE,health,248.99
Cholamandalam MS General Insurance Co Ltd,FY24,JUNE,health,289.92
Future Generali India Insurance Co Ltd,FY25,JUNE,health,351.29
Future Generali India Insurance Co Ltd,FY24,JUNE,health,588.53
Go Digit General Insurance Ltd,FY25,JUNE,health,356.57
Go Digit General Insurance Ltd,FY24,JUNE,health,398.43
HDFC Ergo General Insurance Co Ltd,FY25,JUNE,health,1447.63
HDFC Ergo General Insurance Co Ltd,FY24,JUNE,health,1463.85
ICICI Lombard General Insurance Co Ltd,FY25,JUNE,health,2465.99
ICICI Lombard General Insurance Co Ltd,FY24,JUNE,health,2404.81
IFFCO-Tokio General Insurance Co Ltd,FY25,JUNE,health,204.89
IFFCO-Tokio General Insurance Co Ltd,FY24,JUNE,health,214.14
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,JUNE,health,273.16
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,JUNE,health,161.76
Liberty  General Insurance Co. Ltd,FY25,JUNE,health,172.82
Liberty  General Insurance Co. Ltd,FY24,JUNE,health,88.12
Magma General Insurance Limited,FY25,JUNE,health,238.95
Magma General Insurance Limited,FY24,JUNE,health,207.78
National Insurance Co Ltd,FY25,JUNE,health,1414.44
National Insurance Co Ltd,FY24,JUNE,health,1502.1
Navi General Insurance Co. Ltd,FY25,JUNE,health,33.28
Navi General Insurance Co. Ltd,FY24,JUNE,health,12.2
Raheja QBE General Insurance Co Ltd,FY25,JUNE,health,1.39
Raheja QBE General Insurance Co Ltd,FY24,JUNE,health,10.08
Reliance General Insurance Co Ltd,FY25,JUNE,health,934.21
Reliance General Insurance Co Ltd,FY24,JUNE,health,671.43
Royal Sundaram General Insurance Co Ltd,FY25,JUNE,health,349.43
Royal Sundaram General Insurance Co Ltd,FY24,JUNE,health,224.38
SBI General Insurance Co Ltd,FY25,JUNE,health,842.76
SBI General Insurance Co Ltd,FY24,JUNE,health,564.14
Shriram General Insurance Co Ltd,FY25,JUNE,health,4.07
Shriram General Insurance Co Ltd,FY24,JUNE,health,0.75
Tata AIG General Insurance Co Ltd,FY25,JUNE,health,995.33
Tata AIG General Insurance Co Ltd,FY24,JUNE,health,791.9
The New India Assurance Co Ltd,FY25,JUNE,health,6463.23
The New India Assurance Co Ltd,FY24,JUNE,health,5649.86
The Oriental Insurance Co Ltd,FY25,JUNE,health,2517.86
The Oriental Insurance Co Ltd,FY24,JUNE,health,2282.29
United India Insurance Co Ltd,FY25,JUNE,health,2025.64
United India Insurance Co Ltd,FY24,JUNE,health,2446.41
Universal Sompo General Insurance Co Ltd,FY25,JUNE,health,430.94
Universal Sompo General Insurance Co Ltd,FY24,JUNE,health,150.37
Zuno General Insurance Co Ltd,FY25,JUNE,health,92.15
Zuno General Insurance Co Ltd,FY24,JUNE,health,86.59
Niva bupa health insurance company limited,FY25,JUNE,health,1608.85
Niva bupa health insurance company limited,FY24,JUNE,health,1436.99
Aditya Birla Health Insurance Co Ltd,FY25,JUNE,health,1266.2
Aditya Birla Health Insurance Co Ltd,FY24,JUNE,health,983.96
Care Health Insurance Ltd,FY25,JUNE,health,2008.5
Care Health Insurance Ltd,FY24,JUNE,health,1883.82
Galaxy Health Insurance Company Ltd,FY25,JUNE,health,11.28
ManipalCigna Health Insurance Co Ltd,FY25,JUNE,health,523.13
ManipalCigna Health Insurance Co Ltd,FY24,JUNE,health,403.04
Narayana Health Insurance Ltd,FY25,JUNE,health,1.72
Star Health & Allied Insurance Co Ltd,FY25,JUNE,health,3562.66
Star Health & Allied Insurance Co Ltd,FY24,JUNE,health,3435.64
Bajaj Allianz General Insurance Co Ltd,FY25,JUNE,aviation,4.88
Bajaj Allianz General Insurance Co Ltd,FY24,JUNE,aviation,3.51
Go Digit General Insurance Ltd,FY25,JUNE,aviation,0.56
HDFC Ergo General Insurance Co Ltd,FY25,JUNE,aviation,2.79
HDFC Ergo General Insurance Co Ltd,FY24,JUNE,aviation,4.6
ICICI Lombard General Insurance Co Ltd,FY25,JUNE,aviation,28.06
ICICI Lombard General Insurance Co Ltd,FY24,JUNE,aviation,45.06
National Insurance Co Ltd,FY25,JUNE,aviation,13.0
National Insurance Co Ltd,FY24,JUNE,aviation,11.47
Reliance General Insurance Co Ltd,FY25,JUNE,aviation,0.57
Reliance General Insurance Co Ltd,FY24,JUNE,aviation,11.96
SBI General Insurance Co Ltd,FY25,JUNE,aviation,0.04
SBI General Insurance Co Ltd,FY24,JUNE,aviation,0.04
Tata AIG General Insurance Co Ltd,FY25,JUNE,aviation,60.1
Tata AIG General Insurance Co Ltd,FY24,JUNE,aviation,61.23
The New India Assurance Co Ltd,FY25,JUNE,aviation,107.7
The New India Assurance Co Ltd,FY24,JUNE,aviation,97.18
The Oriental Insurance Co Ltd,FY25,JUNE,aviation,22.78
The Oriental Insurance Co Ltd,FY24,JUNE,aviation,41.74
United India Insurance Co Ltd,FY25,JUNE,aviation,7.22
United India Insurance Co Ltd,FY24,JUNE,aviation,10.35
Acko General Insurance Ltd,FY25,JUNE,liability,8.66
Acko General Insurance Ltd,FY24,JUNE,liability,16.39
Bajaj Allianz General Insurance Co Ltd,FY25,JUNE,liability,348.59
Bajaj Allianz General Insurance Co Ltd,FY24,JUNE,liability,284.65
Cholamandalam MS General Insurance Co Ltd,FY25,JUNE,liability,9.85
Cholamandalam MS General Insurance Co Ltd,FY24,JUNE,liability,8.49
Future Generali India Insurance Co Ltd,FY25,JUNE,liability,21.47
Future Generali India Insurance Co Ltd,FY24,JUNE,liability,16.02
Go Digit General Insurance Ltd,FY25,JUNE,liability,78.99
Go Digit General Insurance Ltd,FY24,JUNE,liability,40.95
HDFC Ergo General Insurance Co Ltd,FY25,JUNE,liability,215.21
HDFC Ergo General Insurance Co Ltd,FY24,JUNE,liability,215.48
ICICI Lombard General Insurance Co Ltd,FY25,JUNE,liability,323.51
ICICI Lombard General Insurance Co Ltd,FY24,JUNE,liability,336.57
IFFCO-Tokio General Insurance Co Ltd,FY25,JUNE,liability,77.02
IFFCO-Tokio General Insurance Co Ltd,FY24,JUNE,liability,71.09
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,JUNE,liability,1.37
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,JUNE,liability,0.44
Liberty  General Insurance Co. Ltd,FY25,JUNE,liability,10.44
Liberty  General Insurance Co. Ltd,FY24,JUNE,liability,3.51
Magma General Insurance Limited,FY25,JUNE,liability,23.88
Magma General Insurance Limited,FY24,JUNE,liability,20.64
National Insurance Co Ltd,FY25,JUNE,liability,59.79
National Insurance Co Ltd,FY24,JUNE,liability,69.56
Raheja QBE General Insurance Co Ltd,FY25,JUNE,liability,24.74
Raheja QBE General Insurance Co Ltd,FY24,JUNE,liability,17.44
Reliance General Insurance Co Ltd,FY25,JUNE,liability,35.53
Reliance General Insurance Co Ltd,FY24,JUNE,liability,27.26
Royal Sundaram General Insurance Co Ltd,FY25,JUNE,liability,6.45
Royal Sundaram General Insurance Co Ltd,FY24,JUNE,liability,4.27
SBI General Insurance Co Ltd,FY25,JUNE,liability,33.63
SBI General Insurance Co Ltd,FY24,JUNE,liability,25.47
Shriram General Insurance Co Ltd,FY25,JUNE,liability,2.61
Shriram General Insurance Co Ltd,FY24,JUNE,liability,2.38
Tata AIG General Insurance Co Ltd,FY25,JUNE,liability,286.16
Tata AIG General Insurance Co Ltd,FY24,JUNE,liability,295.53
The New India Assurance Co Ltd,FY25,JUNE,liability,186.2
The New India Assurance Co Ltd,FY24,JUNE,liability,166.51
The Oriental Insurance Co Ltd,FY25,JUNE,liability,42.4
The Oriental Insurance Co Ltd,FY24,JUNE,liability,39.34
United India Insurance Co Ltd,FY25,JUNE,liability,89.73
United India Insurance Co Ltd,FY24,JUNE,liability,91.57
Universal Sompo General Insurance Co Ltd,FY25,JUNE,liability,10.55
Universal Sompo General Insurance Co Ltd,FY24,JUNE,liability,7.79
Zuno General Insurance Co Ltd,FY24,JUNE,liability,0.02
Acko General Insurance Ltd,FY25,JUNE,personal_accident,3.06
Acko General Insurance Ltd,FY24,JUNE,personal_accident,1.9
Bajaj Allianz General Insurance Co Ltd,FY25,JUNE,personal_accident,68.97
Bajaj Allianz General Insurance Co Ltd,FY24,JUNE,personal_accident,82.62
Cholamandalam MS General Insurance Co Ltd,FY25,JUNE,personal_accident,47.21
Cholamandalam MS General Insurance Co Ltd,FY24,JUNE,personal_accident,97.8
Future Generali India Insurance Co Ltd,FY25,JUNE,personal_accident,31.42
Future Generali India Insurance Co Ltd,FY24,JUNE,personal_accident,34.68
Go Digit General Insurance Ltd,FY25,JUNE,personal_accident,131.1
Go Digit General Insurance Ltd,FY24,JUNE,personal_accident,269.66
HDFC Ergo General Insurance Co Ltd,FY25,JUNE,personal_accident,140.66
HDFC Ergo General Insurance Co Ltd,FY24,JUNE,personal_accident,111.86
ICICI Lombard General Insurance Co Ltd,FY25,JUNE,personal_accident,129.59
ICICI Lombard General Insurance Co Ltd,FY24,JUNE,personal_accident,178.26
IFFCO-Tokio General Insurance Co Ltd,FY25,JUNE,personal_accident,29.48
IFFCO-Tokio General Insurance Co Ltd,FY24,JUNE,personal_accident,29.03
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,JUNE,personal_accident,14.59
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,JUNE,personal_accident,16.85
Liberty  General Insurance Co. Ltd,FY25,JUNE,personal_accident,5.89
Liberty  General Insurance Co. Ltd,FY24,JUNE,personal_accident,5.32
Magma General Insurance Limited,FY25,JUNE,personal_accident,17.95
Magma General Insurance Limited,FY24,JUNE,personal_accident,8.53
National Insurance Co Ltd,FY25,JUNE,personal_accident,328.12
National Insurance Co Ltd,FY24,JUNE,personal_accident,58.32
Navi General Insurance Co. Ltd,FY25,JUNE,personal_accident,0.55
Raheja QBE General Insurance Co Ltd,FY25,JUNE,personal_accident,0.35
Raheja QBE General Insurance Co Ltd,FY24,JUNE,personal_accident,0.13
Reliance General Insurance Co Ltd,FY25,JUNE,personal_accident,88.73
Reliance General Insurance Co Ltd,FY24,JUNE,personal_accident,69.82
Royal Sundaram General Insurance Co Ltd,FY25,JUNE,personal_accident,18.86
Royal Sundaram General Insurance Co Ltd,FY24,JUNE,personal_accident,19.05
SBI General Insurance Co Ltd,FY25,JUNE,personal_accident,349.68
SBI General Insurance Co Ltd,FY24,JUNE,personal_accident,242.38
Shriram General Insurance Co Ltd,FY25,JUNE,personal_accident,28.96
Shriram General Insurance Co Ltd,FY24,JUNE,personal_accident,26.59
Tata AIG General Insurance Co Ltd,FY25,JUNE,personal_accident,54.97
Tata AIG General Insurance Co Ltd,FY24,JUNE,personal_accident,52.46
The New India Assurance Co Ltd,FY25,JUNE,personal_accident,250.12
The New India Assurance Co Ltd,FY24,JUNE,personal_accident,230.65
The Oriental Insurance Co Ltd,FY25,JUNE,personal_accident,1124.88
The Oriental Insurance Co Ltd,FY24,JUNE,personal_accident,467.37
United India Insurance Co Ltd,FY25,JUNE,personal_accident,99.01
United India Insurance Co Ltd,FY24,JUNE,personal_accident,77.19
Universal Sompo General Insurance Co Ltd,FY25,JUNE,personal_accident,64.03
Universal Sompo General Insurance Co Ltd,FY24,JUNE,personal_accident,58.46
Zuno General Insurance Co Ltd,FY25,JUNE,personal_accident,2.97
Zuno General Insurance Co Ltd,FY24,JUNE,personal_accident,6.1
Niva bupa health insurance company limited,FY25,JUNE,personal_accident,23.05
Niva bupa health insurance company limited,FY24,JUNE,personal_accident,27.18
Aditya Birla Health Insurance Co Ltd,FY25,JUNE,personal_accident,60.45
Aditya Birla Health Insurance Co Ltd,FY24,JUNE,personal_accident,56.64
Care Health Insurance Ltd,FY25,JUNE,personal_accident,40.93
Care Health Insurance Ltd,FY24,JUNE,personal_accident,45.74
Galaxy Health Insurance Company Ltd,FY25,JUNE,personal_accident,1.0
ManipalCigna Health Insurance Co Ltd,FY25,JUNE,personal_accident,8.87
ManipalCigna Health Insurance Co Ltd,FY24,JUNE,personal_accident,7.01
Star Health & Allied Insurance Co Ltd,FY25,JUNE,personal_accident,34.63
Star Health & Allied Insurance Co Ltd,FY24,JUNE,personal_accident,40.17
Acko General Insurance Ltd,FY25,JUNE,misc,19.71
Acko General Insurance Ltd,FY24,JUNE,misc,17.39
Bajaj Allianz General Insurance Co Ltd,FY25,JUNE,misc,341.55
Bajaj Allianz General Insurance Co Ltd,FY24,JUNE,misc,334.72
Cholamandalam MS General Insurance Co Ltd,FY25,JUNE,misc,11.96
Cholamandalam MS General Insurance Co Ltd,FY24,JUNE,misc,80.17
Future Generali India Insurance Co Ltd,FY25,JUNE,misc,53.25
Future Generali India Insurance Co Ltd,FY24,JUNE,misc,86.33
Go Digit General Insurance Ltd,FY25,JUNE,misc,67.14
Go Digit General Insurance Ltd,FY24,JUNE,misc,74.82
HDFC Ergo General Insurance Co Ltd,FY25,JUNE,misc,98.78
HDFC Ergo General Insurance Co Ltd,FY24,JUNE,misc,131.68
ICICI Lombard General Insurance Co Ltd,FY25,JUNE,misc,217.47
ICICI Lombard General Insurance Co Ltd,FY24,JUNE,misc,417.34
IFFCO-Tokio General Insurance Co Ltd,FY25,JUNE,misc,178.52
IFFCO-Tokio General Insurance Co Ltd,FY24,JUNE,misc,166.42
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,JUNE,misc,12.15
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,JUNE,misc,10.92
Kshema General insurance,FY25,JUNE,misc,281.05
Kshema General insurance,FY24,JUNE,misc,296.2
Liberty  General Insurance Co. Ltd,FY25,JUNE,misc,19.96
Liberty  General Insurance Co. Ltd,FY24,JUNE,misc,26.12
Magma General Insurance Limited,FY25,JUNE,misc,3.46
Magma General Insurance Limited,FY24,JUNE,misc,1.33
National Insurance Co Ltd,FY25,JUNE,misc,184.18
National Insurance Co Ltd,FY24,JUNE,misc,203.76
Raheja QBE General Insurance Co Ltd,FY25,JUNE,misc,0.02
Raheja QBE General Insurance Co Ltd,FY24,JUNE,misc,0.04
Reliance General Insurance Co Ltd,FY25,JUNE,misc,434.92
Reliance General Insurance Co Ltd,FY24,JUNE,misc,759.1
Royal Sundaram General Insurance Co Ltd,FY25,JUNE,misc,7.08
Royal Sundaram General Insurance Co Ltd,FY24,JUNE,misc,4.91
SBI General Insurance Co Ltd,FY25,JUNE,misc,121.78
SBI General Insurance Co Ltd,FY24,JUNE,misc,201.92
Shriram General Insurance Co Ltd,FY25,JUNE,misc,14.1
Shriram General Insurance Co Ltd,FY24,JUNE,misc,4.71
Tata AIG General Insurance Co Ltd,FY25,JUNE,misc,266.93
Tata AIG General Insurance Co Ltd,FY24,JUNE,misc,137.31
The New India Assurance Co Ltd,FY25,JUNE,misc,559.97
The New India Assurance Co Ltd,FY24,JUNE,misc,496.96
The Oriental Insurance Co Ltd,FY25,JUNE,misc,164.45
The Oriental Insurance Co Ltd,FY24,JUNE,misc,228.37
United India Insurance Co Ltd,FY25,JUNE,misc,176.74
United India Insurance Co Ltd,FY24,JUNE,misc,181.89
Universal Sompo General Insurance Co Ltd,FY25,JUNE,misc,26.88
Universal Sompo General Insurance Co Ltd,FY24,JUNE,misc,190.04
Zuno General Insurance Co Ltd,FY25,JUNE,misc,6.4
Zuno General Insurance Co Ltd,FY24,JUNE,misc,0.33
Star Health & Allied Insurance Co Ltd,FY25,JUNE,misc,0.02
Star Health & Allied Insurance Co Ltd,FY24,JUNE,misc,0.12
Agriculture Insurance Co Of India Ltd,FY25,JUNE,misc,67.93
Agriculture Insurance Co Of India Ltd,FY24,JUNE,misc,181.72
ECGC Ltd,FY25,JUNE,misc,321.66
ECGC Ltd,FY24,JUNE,misc,308.64
Bajaj Allianz General Insurance Co Ltd,FY25,JULY,fire,1452.11
Bajaj Allianz General Insurance Co Ltd,FY24,JULY,fire,1243.16
Cholamandalam MS General Insurance Co Ltd,FY25,JULY,fire,283.38
Cholamandalam MS General Insurance Co Ltd,FY24,JULY,fire,303.13
Generali Central Insurance Company Limited,FY25,JULY,fire,361.71
Generali Central Insurance Company Limited,FY24,JULY,fire,271.71
Go Digit General Insurance Ltd,FY25,JULY,fire,413.17
Go Digit General Insurance Ltd,FY24,JULY,fire,270.15
HDFC Ergo General Insurance Co Ltd,FY25,JULY,fire,1023.77
HDFC Ergo General Insurance Co Ltd,FY24,JULY,fire,982.79
ICICI Lombard General Insurance Co Ltd,FY25,JULY,fire,1815.1
ICICI Lombard General Insurance Co Ltd,FY24,JULY,fire,1601.64
IFFCO-Tokio General Insurance Co Ltd,FY25,JULY,fire,536.77
IFFCO-Tokio General Insurance Co Ltd,FY24,JULY,fire,435.32
Liberty  General Insurance Co. Ltd,FY25,JULY,fire,34.04
Liberty  General Insurance Co. Ltd,FY24,JULY,fire,24.23
Magma General Insurance Limited,FY25,JULY,fire,146.66
Magma General Insurance Limited,FY24,JULY,fire,148.36
National Insurance Co Ltd,FY25,JULY,fire,741.72
